c.dogalize,c.katana,c.updateassist,p.android.packageinstaller,p.android.externalstorage,p.system,p.android.chrome,p.android.settings,p.android.documentsui,p.android.gm,mwra
-0.5223638650230675,0.31447562443631644,-0.22254257579443634,0.5039314558174666,0.36743383049883604,1.5555108963656146,0.3762506195886607,-0.03615124167812234,-0.974925461059664,1.258938763636936,
0.14659971110329925,-0.7403582312266794,1.0087877350944339,1.0747369978250647,0.7461098537410245,1.3396618396831645,-1.189786504299747,-1.005575112886047,0.7390303511120687,0.6451455512560936,
-0.6732929372933101,-1.7023882616856356,2.8217670854297228,2.0111009222607104,-0.6128199177373794,-0.4451394573737746,1.1726850067273602,1.3821471771111138,-1.2427203732582996,-0.4053392625069369,
1.2418276637102368,0.48583366383498217,-0.6003388959330416,-0.5519387712220224,1.2801549471888136,-1.0247443752788417,0.8329682299580234,-0.2665060320122392,-0.5411785230107314,0.14211391639446808,
-0.17709844893169732,0.9104420904681463,-0.6175795665372525,-1.0418641553233265,-1.0496392051358279,0.36240325136533363,-0.06759361255298203,-0.19230881592363133,-0.4650485414853488,0.36760122299687004,
-0.5492659001882184,-1.091758466443223,0.09536288654655234,0.7267969657724288,0.06598757848132736,0.07788491675121426,0.4127570342688073,1.3503377979719042,-0.7014817564452374,-0.2338612264909402,
-0.601787234433709,0.18648035468490126,-0.45854550679487893,0.1698249268296055,-2.551745728901437,0.3800723933685649,0.4569992057813888,-0.6651675293249929,-0.796686822981181,-0.08740384991061696,
-0.3355430526718855,0.39701846312656824,2.5228054736530328,1.533838201473196,0.9625637759988175,0.3577208969516774,-0.505984715608082,-0.03600219595346668,-0.41242669191681897,-0.8752930095957165,
0.7337914625417729,-0.16052838876658979,1.2484991975460218,1.1430622663342307,1.3270167446337475,1.6605056098320115,-0.48888267763454724,-1.3851640888479557,0.09970461459054177,1.133935433236133,
0.6955087867087184,-0.08901240449939078,-0.31526917989550207,0.4040185331411117,-0.32827437492186423,-0.45337171869143456,-0.3704017957906397,0.6102838334037078,0.19978197812255585,-0.5886978477231496,
0.7573574537699361,1.6393956900659947,-0.5301114649188411,-0.036887989832223966,2.0587601120330885,-0.7239153204120223,-0.7997965086882447,-0.4467618215508311,1.193109393952716,-0.03604213729153505,
-2.2056041397736137,2.086651672652543,-0.6089486259113264,-0.6947893339429243,-1.2904932230465416,0.0007967871600035231,1.9527318601579078,-0.188480563976567,-1.7897169368811974,-0.682836134550589,
0.679453708360013,-0.28961343492121483,-0.57534786808288,-0.28123733929357164,1.8991776446565418,-1.2286221670506408,-0.10746430699043921,-0.114562834596116,1.1151834205126054,-0.5160746974980244,
0.5272783097040101,-0.24492503603932883,-0.5505356218223888,-0.13234324219688068,-0.6019927172409222,0.09496047148323306,0.20872611776822952,0.8465730066241558,0.9670377460163857,1.1311974566437066,
